"Key_","County","Precinct","PL00AA_TOT","PL00AA_W_SR","PL00AA_B_SR","PL00AA_NA_SR","PL00AA_API_SR","PL00AA_O_SR","PL00AA_MR","PL00AA_HISP","PL00AA_NONHISP","PL00AA_AP_B","PL00AA_AP_NA","PL00AA_AP_BNA","PL00AA_H_AP_B","PL00AA_HW_SR","PL00AA_HO_SR","PL00VA_TOT","PL00VA_W_SR","PL00VA_B_SR","PL00VA_NA_SR","PL00VA_API_SR","PL00VA_O_SR","PL00VA_MR","PL00VA_HISP","PL00VA_NONHISP","PL00VA_AP_B","PL00VA_AP_NA","PL00VA_AP_BNA","PL00VA_H_AP_B","PL00VA_HW_SR","PL00VA_HO_SR","REG00G_TOT","REG00G_W","REG00G_B","REG00G_NA","REG00G_O","REG00G_D","REG00G_R","REG00G_L","REG00G_U","REG00G_WD","REG00G_WR","REG00G_WL","REG00G_WU","REG00G_BD","REG00G_BR","REG00G_BL","REG00G_BU","REG00G_NAD","REG00G_NAR","REG00G_NAL","REG00G_NAU","REG00G_OD","REG00G_OR","REG00G_OL","REG00G_OU","REG00G_M","REG00G_F","REG00G_1825","REG00G_2640","REG00G_4165","REG00G_66UP","EL98G_USS_D","EL98G_USS_R","EL98G_USS_L","EL00P_SA_D_RC","EL00P_SA_D_PC","EL00P_GOV_D_ME","EL00P_GOV_D_DW","EL00P_GOV_D_O","EL00P_GOV_R_LD","EL00P_GOV_R_AM","EL00P_GOV_R_CN","EL00P_GOV_R_RV","EL00G_GOV_D","EL00G_GOV_R","EL00G_GOV_O","EL00G_CJ_D","EL00G_CJ_R","EL00G_SA_D","EL00G_SA_R","EL00G_USH_D","EL00G_USH_R","EL00G_USH_O","EL00G_NCH_D","EL00G_NCH_R","EL00G_NCH_T","EL00G_NCS_D","EL00G_NCS_R","EL00G_NCS_T"
"37.087.1213","Haywood","Center Waynesville",1133,1070,35,3,3,6,16,33,1100,37,13,0,0,29,3,964,905,35,1,3,4,16,18,946,37,11,0,0,15,2,925,886,23,3,13,575,202,1,147,546,198,1,141,19,2,0,2,1,1,0,1,9,1,0,3,433,492,56,263,392,214,64,31,1,27,18,30,17,1,1,0,1,2,76,36,1,70,40,74,32,69,42,2,72,49,0,76,35,0
"37.087.1214","Haywood","East Fork",1620,1607,0,3,0,6,4,30,1590,0,7,0,0,24,6,1238,1229,0,3,0,3,3,22,1216,0,6,0,0,19,3,997,991,0,0,6,468,368,1,160,463,367,1,160,0,0,0,0,0,0,0,0,5,1,0,0,465,532,75,311,421,190,169,245,12,37,34,52,24,2,20,2,4,13,262,299,21,224,329,250,295,205,356,17,247,314,0,277,283,0
"37.087.1215","Haywood","East Waynesville",1932,1900,8,4,3,7,10,22,1910,9,5,0,0,15,7,1558,1534,6,4,2,3,9,13,1545,7,5,0,0,10,3,1464,1461,1,1,1,1012,285,0,167,1009,285,0,167,1,0,0,0,1,0,0,0,1,0,0,0,658,806,69,357,639,399,398,237,11,131,96,172,105,5,16,1,4,14,454,216,11,382,280,429,219,356,300,25,429,293,0,452,214,0
"37.087.1216","Haywood","Hazelwood",1728,1616,48,20,3,28,13,62,1666,48,24,0,0,26,28,1369,1281,47,15,1,16,9,32,1337,47,19,0,0,14,16,1292,1268,9,6,9,870,240,1,181,853,238,1,176,8,0,0,1,4,1,0,1,5,1,0,3,541,751,81,372,532,307,275,152,5,99,71,116,77,5,14,1,1,14,332,177,9,300,194,319,163,266,244,18,288,262,0,310,197,0
"37.087.1217","Haywood","Iron Duff",974,969,1,3,1,0,0,3,971,1,3,0,0,3,0,772,768,1,2,1,0,0,3,769,1,2,0,0,3,0,635,633,1,0,1,405,128,1,101,404,127,1,101,0,1,0,0,0,0,0,0,1,0,0,0,292,343,47,169,318,101,194,100,9,53,38,65,36,6,2,0,5,12,263,121,7,238,119,244,105,228,154,7,214,151,0,261,109,0
"37.087.1218","Haywood","Ivy Hill",3704,3629,19,19,9,2,26,28,3676,19,41,1,0,28,0,3152,3099,13,17,7,0,16,21,3131,13,30,0,0,21,0,3109,3094,6,4,5,1611,914,3,581,1602,912,3,577,5,0,0,1,1,1,0,2,3,1,0,1,1466,1643,176,721,1474,738,610,482,21,143,103,151,129,15,31,4,10,56,738,573,22,614,635,694,540,666,619,43,644,717,0,663,630,0
"37.087.1219","Haywood","Jonathan Creek",3532,3431,6,24,20,14,37,44,3488,12,42,1,0,27,12,2759,2697,5,12,17,6,22,24,2735,5,26,1,0,19,5,2322,2308,1,3,10,1210,634,0,478,1205,630,0,473,1,0,0,0,0,1,0,2,4,3,0,3,1096,1226,163,654,1121,384,342,346,15,96,61,108,73,6,24,3,5,36,553,466,22,482,507,518,462,488,516,34,451,592,0,522,487,0
"37.087.1220","Haywood","Lake Junaluska",1765,1749,5,2,3,1,5,11,1754,4,5,0,1,8,1,1500,1486,4,2,3,1,4,5,1495,3,5,0,1,3,1,1484,1473,2,4,5,929,348,3,204,922,345,3,203,2,0,0,0,1,2,0,1,4,1,0,0,676,808,99,310,594,481,566,281,12,158,143,224,147,10,13,1,7,23,564,302,22,500,335,538,287,524,332,26,576,361,0,577,285,0
"37.087.1221","Haywood","Pigeon",3645,3570,5,10,11,28,21,78,3567,7,16,0,0,43,28,2844,2798,3,9,6,16,12,49,2795,3,15,0,0,31,16,2141,2127,0,5,9,1149,730,2,260,1141,725,2,259,0,0,0,0,1,3,0,1,7,2,0,0,1023,1118,151,611,957,422,456,571,15,148,86,179,74,17,34,2,15,55,580,667,19,493,728,557,642,428,797,44,524,750,0,1,942,99
"37.087.1222","Haywood","Saunook",2518,2449,3,16,11,4,35,25,2493,4,37,2,0,16,4,2011,1963,3,11,9,1,24,15,1996,4,25,0,0,10,1,1054,1048,1,1,4,621,272,1,160,616,272,1,159,1,0,0,0,1,0,0,0,3,0,0,1,498,556,74,279,500,201,523,320,20,144,98,162,87,19,16,4,10,57,735,473,33,667,514,709,458,621,562,46,706,576,0,722,481,0
"37.087.1223","Haywood","White Oak",313,312,0,1,0,0,0,1,312,0,1,0,0,1,0,261,260,0,1,0,0,0,0,261,0,1,0,0,0,0,168,165,0,2,1,100,31,0,37,100,29,0,36,0,0,0,0,0,2,0,0,0,0,0,1,85,83,22,40,82,24,50,26,4,17,6,187,125,19,2,1,1,3,72,25,4,58,38,63,32,53,44,5,51,42,0,66,34,0
"37.087.1224","Haywood","West Waynesville",1904,1859,7,19,2,7,10,22,1882,7,21,0,2,10,6,1528,1490,7,17,2,6,6,20,1508,5,19,0,2,9,5,1565,1554,4,2,5,995,350,0,220,987,349,0,218,3,0,0,1,1,1,0,0,4,0,0,1,716,849,113,419,676,357,385,243,22,123,82,34,27,10,15,2,3,23,495,263,24,423,310,480,238,408,338,27,466,352,0,468,291,0
"37.087.1225","Haywood","Beaverdam 1",1695,1671,6,4,0,0,14,15,1680,9,15,0,0,10,0,1316,1300,6,4,0,0,6,10,1306,7,9,0,0,8,0,1144,1134,3,6,1,645,370,0,129,641,366,0,127,3,0,0,0,1,4,0,1,0,0,0,1,525,619,100,327,454,263,212,199,1,76,36,60,41,4,11,0,1,14,252,216,7,216,238,248,202,196,268,12,254,256,0,256,205,0
"37.087.1226","Haywood","Beaverdam 2",1497,1446,17,8,4,15,7,38,1459,18,12,0,0,21,15,1185,1153,10,7,2,8,5,24,1161,10,11,0,0,14,8,1271,1264,0,1,6,697,425,0,149,694,422,0,148,0,0,0,0,0,1,0,0,3,2,0,1,603,668,74,376,522,299,200,160,3,59,49,92,51,9,8,2,4,19,226,183,8,198,200,225,165,183,227,9,212,212,0,227,176,0
"37.087.1227","Haywood","Beaverdam 3",2448,2375,15,14,6,17,21,71,2377,13,30,1,3,46,17,1949,1901,12,11,4,5,16,52,1897,10,22,1,3,39,5,1406,1396,3,0,7,797,412,1,196,792,409,1,194,3,0,0,0,0,0,0,0,2,3,0,2,667,739,96,395,612,303,471,400,24,127,108,127,79,18,31,3,14,38,580,466,27,484,542,538,465,454,585,28,506,557,0,589,448,0
"37.087.1228","Haywood","Beaverdam 4",1848,1811,14,5,0,6,12,24,1824,14,10,0,1,17,5,1442,1418,7,4,0,5,8,16,1426,7,8,0,0,11,5,1286,1271,4,5,6,703,395,0,188,693,392,0,186,3,0,0,1,2,3,0,0,5,0,0,1,565,721,93,354,503,336,157,174,4,59,40,14,8,2,6,0,0,9,209,202,17,168,223,193,194,159,225,17,197,213,0,210,189,0
"37.087.1229","Haywood","Beaverdam 7",1506,1483,10,1,2,0,10,4,1502,15,1,0,0,0,0,1119,1106,7,1,2,0,3,2,1117,8,1,0,0,0,0,844,821,20,0,3,496,253,1,94,477,250,1,93,18,1,0,1,0,0,0,0,1,2,0,0,390,454,71,270,355,148,264,238,9,95,45,44,28,7,19,4,4,31,313,292,23,262,344,297,297,245,355,26,299,340,0,312,301,0
"37.087.1230","Haywood","Center Pigeon",1694,1673,0,5,1,6,9,7,1687,2,8,0,0,3,3,1278,1264,0,4,1,3,6,4,1274,1,7,0,0,2,1,1137,1134,2,1,0,619,356,0,162,617,355,0,162,2,0,0,0,0,1,0,0,0,0,0,0,533,604,73,351,483,230,211,232,7,67,56,94,44,6,20,0,7,20,303,284,9,252,324,277,291,223,353,19,256,327,0,0,432,45
"37.087.1231","Haywood","Fines Creek 1",808,785,11,2,0,5,5,6,802,12,3,0,0,1,5,638,625,9,0,0,1,3,1,637,9,1,0,0,0,1,559,556,1,0,2,350,112,0,97,348,112,0,96,0,0,0,1,0,0,0,0,2,0,0,0,291,268,41,161,256,101,171,86,3,60,40,80,27,12,5,2,5,5,231,119,7,212,126,232,104,192,155,9,196,146,0,232,112,0
"37.087.1232","Haywood","Fines Creek 2",197,193,0,2,1,0,1,0,197,0,2,0,0,0,0,152,150,0,1,1,0,0,0,152,0,1,0,0,0,0,168,168,0,0,0,94,54,0,20,94,54,0,20,0,0,0,0,0,0,0,0,0,0,0,0,82,86,17,43,82,26,23,20,0,7,4,14,2,1,1,0,1,0,28,31,1,28,27,31,27,27,32,1,33,27,0,31,31,0
"37.087.1233","Haywood","North Clyde",2949,2833,38,20,9,16,33,48,2901,40,36,3,1,28,16,2203,2129,29,9,8,10,18,31,2172,28,21,1,1,17,10,2046,2014,21,4,7,1130,603,1,312,1110,598,0,306,16,1,1,3,2,1,0,1,2,3,0,2,946,1100,159,629,933,325,421,333,11,113,87,135,78,9,23,1,6,47,550,416,19,478,468,501,428,431,510,45,495,500,0,517,445,0
"37.087.1234","Haywood","South Clyde",3126,3031,24,20,19,16,16,44,3082,25,30,0,2,25,15,2408,2339,21,13,14,9,12,29,2379,19,23,0,2,17,9,2188,2161,18,3,6,1208,607,3,370,1187,603,3,368,16,2,0,0,2,1,0,0,3,1,0,2,1037,1151,193,662,924,409,417,362,12,118,100,145,93,9,25,2,8,36,525,372,22,436,432,468,395,426,470,16,448,453,0,509,376,0
"37.087.1235","Haywood","South Waynesville 1",2414,2312,64,9,7,8,14,18,2396,68,17,0,0,10,6,1953,1872,55,7,7,5,7,10,1943,55,13,0,0,5,3,1893,1838,45,3,7,1140,472,1,280,1092,469,1,276,39,3,0,3,2,0,0,1,7,0,0,0,822,1071,124,397,831,541,398,240,10,137,101,145,86,6,11,1,8,41,484,294,22,436,328,462,280,406,364,22,455,377,0,472,306,0
"37.087.1236","Haywood","South Waynesville 2",2314,2119,145,11,5,11,23,41,2273,148,15,0,0,22,9,1817,1693,100,7,4,4,9,19,1798,101,7,0,0,9,4,1336,1245,82,2,7,816,320,1,199,741,310,1,193,74,5,0,3,1,0,0,1,0,5,0,2,603,733,113,324,572,327,351,238,11,129,96,146,93,6,13,2,7,29,459,273,9,406,301,421,276,385,343,16,463,352,0,450,281,0
"37.087.1237","Haywood","Beaverdam 5-6",2280,2041,189,12,1,23,14,42,2238,191,19,1,0,17,23,1827,1654,144,6,1,14,8,29,1798,145,11,1,0,14,14,1656,1518,137,0,1,1016,456,4,180,888,453,4,173,128,2,0,7,0,0,0,0,0,1,0,0,733,923,112,456,598,490,330,228,8,82,67,122,86,8,13,5,4,28,335,222,11,294,253,313,224,301,244,17,328,247,0,325,227,0
"37.089.1238","Henderson","Armory",1802,1663,58,0,11,52,18,110,1692,63,6,1,0,54,51,1469,1383,29,0,8,39,10,91,1378,30,6,0,0,49,38,1297,1285,8,1,3,369,645,1,282,362,643,1,279,6,1,0,1,0,0,0,1,1,1,0,1,571,728,84,288,471,449,214,309,8,26,17,29,23,1,55,1,23,80,231,319,11,174,342,188,323,188,325,11,0,405,0,141,339,12
"37.089.1239","Henderson","Atkinson",2910,2878,5,1,7,10,9,27,2883,5,5,0,0,20,6,2390,2366,3,1,5,8,7,17,2373,3,4,0,0,11,5,2171,2139,18,0,14,578,1107,3,483,561,1101,3,474,14,1,0,3,0,0,0,0,3,5,0,6,1025,1164,152,499,912,618,323,529,13,28,29,36,24,5,101,3,32,154,374,606,23,309,636,303,623,332,589,31,0,754,0,0,714,65
"37.089.1240","Henderson","Bat Cave",880,828,13,17,0,11,11,43,837,8,23,4,5,13,11,686,652,11,7,0,8,8,23,663,8,13,1,3,7,8,521,512,5,1,3,193,202,0,126,188,202,0,122,3,0,0,2,0,0,0,1,2,0,0,1,239,282,33,149,215,124,70,109,4,10,6,11,13,0,9,0,1,19,128,119,12,101,140,107,128,96,138,8,0,167,0,0,161,18
"37.089.1241","Henderson","Brickton",719,473,183,2,5,40,16,54,665,189,3,1,0,12,40,530,368,128,2,5,24,3,32,498,128,3,1,0,8,24,502,380,119,0,3,236,155,0,111,130,148,0,102,105,5,0,9,0,0,0,0,1,2,0,0,227,275,40,182,194,87,79,52,1,23,10,24,8,4,1,0,2,5,139,63,4,119,77,123,71,128,68,5,0,91,0,123,67,0
"37.089.1242","Henderson","Crab Creek",1408,1369,11,6,6,10,6,15,1393,14,9,0,0,12,3,1055,1031,4,5,4,8,3,13,1042,4,8,0,0,10,3,975,962,5,0,8,258,494,3,220,251,490,3,218,5,0,0,0,0,0,0,0,2,4,0,2,465,505,99,276,417,177,122,238,12,17,14,20,12,3,51,2,20,50,166,308,14,137,324,146,316,139,306,18,0,366,0,0,348,38
"37.089.1243","Henderson","Clear Creek",3551,3414,31,11,13,63,19,110,3441,31,21,2,4,44,61,2738,2634,23,11,10,47,13,79,2659,20,21,1,4,29,46,2324,2283,24,1,16,805,1021,3,495,773,1018,3,489,23,0,0,1,0,0,0,1,9,3,0,4,1055,1269,194,648,852,632,311,434,11,29,33,39,27,8,64,5,26,66,417,606,23,351,623,373,588,322,636,28,0,747,0,370,583,0
"37.089.1244","Henderson","Edneyville",2795,2557,65,19,10,121,23,263,2532,66,27,0,3,119,120,2113,1946,48,15,9,82,13,177,1936,46,21,0,3,81,81,1991,1946,31,1,13,697,897,3,394,664,893,3,386,28,0,0,3,0,0,0,1,5,4,0,4,934,1059,174,603,807,409,249,427,11,36,31,44,31,4,58,5,9,81,378,556,18,300,597,317,567,272,607,15,0,736,0,44,677,49
"37.089.1245","Henderson","East Flat Rock",3776,3365,111,16,14,207,63,399,3377,126,32,8,1,168,205,2897,2612,86,11,11,147,30,261,2636,86,23,3,1,97,147,2580,2526,38,3,13,684,1329,4,563,652,1322,4,548,27,4,0,7,2,0,0,1,3,3,0,7,1183,1405,181,597,1006,809,379,642,16,34,39,49,36,4,112,5,41,187,427,698,22,346,742,352,710,349,694,31,0,872,0,120,779,45
"37.089.1246","Henderson","Etowah South",2517,2359,28,3,10,102,15,165,2352,28,5,3,5,58,102,1950,1849,20,2,6,64,9,102,1848,20,4,3,2,36,64,1760,1742,12,0,6,498,851,2,409,486,847,2,407,10,0,0,2,0,0,0,0,2,4,0,0,824,942,118,394,707,541,283,416,14,29,27,40,22,4,76,4,19,104,332,505,17,276,523,283,512,299,480,24,0,640,0,0,601,51
"37.089.1247","Henderson","Etowah Valley",2376,2322,27,2,10,3,12,9,2367,30,8,0,0,9,0,1982,1946,19,1,5,1,10,5,1977,21,6,0,0,5,0,1873,1846,17,2,8,559,898,4,412,543,893,4,406,13,1,0,3,0,1,0,1,3,3,0,2,864,1005,116,404,689,663,317,462,12,42,35,44,35,4,78,4,21,115,375,558,17,311,577,326,553,342,526,25,0,715,0,0,672,52
"37.089.1248","Henderson","Fletcher",4185,3917,138,5,53,21,51,65,4120,147,26,5,0,39,19,3187,3018,89,4,40,11,25,45,3142,91,17,4,0,31,10,3281,3173,76,1,31,939,1575,8,759,884,1556,8,725,51,10,0,15,0,0,0,1,4,9,0,18,1541,1740,201,1251,1390,439,375,524,16,43,50,51,49,5,53,1,13,85,670,889,35,493,990,517,955,552,889,64,0,1182,0,0,1122,97
"37.089.1249","Henderson","Flat Rock",2565,2535,12,1,3,1,13,30,2535,17,2,0,0,29,1,2215,2196,9,1,3,1,5,18,2197,10,2,0,0,17,1,2226,2191,21,1,13,517,1222,4,483,497,1218,4,472,18,0,0,3,0,1,0,0,2,3,0,8,1045,1174,125,409,889,804,357,639,8,26,25,41,23,3,113,7,37,208,370,619,14,300,659,302,635,330,607,26,0,777,0,14,732,52
"37.089.1250","Henderson","Grimesdale",1755,1603,73,4,16,42,17,115,1640,73,14,0,4,69,42,1424,1313,55,4,14,28,10,84,1340,52,12,0,4,52,28,1364,1341,12,0,11,404,668,2,290,386,666,2,287,12,0,0,0,0,0,0,0,6,2,0,3,629,737,82,355,523,406,203,298,4,29,21,41,15,2,32,2,22,71,212,340,7,177,346,179,335,186,328,14,0,429,0,2,406,33
"37.089.1251","Henderson","Green River",2883,2799,6,14,0,51,13,82,2801,9,20,0,0,27,50,2186,2126,3,11,0,36,10,52,2134,4,17,0,0,14,36,2194,2177,6,2,9,656,1154,0,384,651,1147,0,379,4,0,0,2,0,1,0,1,1,6,0,2,1053,1141,241,654,925,373,265,555,21,27,34,39,24,7,108,14,41,95,407,713,21,328,748,334,731,329,740,20,0,873,0,0,816,62
"37.089.1252","Henderson","Hoopers Creek",2155,2091,7,8,2,8,39,26,2129,8,39,1,0,15,8,1649,1606,4,7,2,5,25,16,1633,4,29,1,0,10,5,1399,1385,4,3,7,409,675,2,313,405,670,2,308,2,1,0,1,1,2,0,0,1,2,0,4,642,758,143,431,594,231,125,348,6,27,15,20,19,7,55,4,26,63,262,486,18,221,504,223,488,223,493,22,0,573,0,0,547,44
"37.089.1253","Henderson","Horseshoe",2405,2331,29,3,9,8,25,33,2372,33,9,1,0,19,7,1987,1937,19,2,9,5,15,24,1963,19,7,0,0,13,4,1951,1935,3,0,13,480,1004,0,467,477,997,0,461,2,0,0,1,0,0,0,0,1,7,0,5,931,1014,113,332,823,680,330,571,18,27,35,43,29,3,75,7,30,174,349,657,17,269,669,284,644,309,621,33,0,768,0,13,719,49
"37.089.1254","Henderson","Long John Mountain",1892,1857,13,0,8,3,11,14,1878,13,2,0,0,6,3,1656,1630,11,0,8,3,4,9,1647,11,2,0,0,4,3,1895,1871,9,1,14,395,1036,2,462,383,1031,1,456,6,0,1,2,0,0,0,1,6,5,0,3,865,1027,69,180,668,974,394,579,13,18,23,33,19,7,94,8,29,211,376,521,8,283,559,299,537,330,477,20,0,641,0,319,518,0
"37.089.1255","Henderson","Laurel Park",1835,1807,9,1,5,1,12,10,1825,13,6,2,0,9,1,1602,1579,8,1,3,1,10,5,1597,11,6,1,0,4,1,1915,1904,6,0,5,527,940,2,446,520,938,2,444,5,0,0,1,0,0,0,0,2,2,0,1,854,1064,94,310,715,801,383,535,13,42,46,61,49,3,78,4,35,221,383,509,21,307,536,322,510,361,462,25,0,648,0,38,610,47
"37.089.1256","Henderson","Moores Grove",1818,1563,62,10,6,163,14,289,1529,63,16,0,0,124,163,1391,1228,47,9,4,93,10,164,1227,47,14,0,0,70,93,1208,1149,43,2,14,444,538,4,222,406,526,4,213,33,5,0,5,1,1,0,0,4,6,0,4,533,667,109,322,423,344,181,242,9,40,27,37,29,3,40,3,6,46,229,263,6,187,287,195,273,178,273,10,0,361,0,187,276,1
"37.089.1257","Henderson","North Blue Ridge",4787,4305,27,22,37,323,73,649,4138,31,39,7,2,288,321,3627,3314,19,13,29,211,41,429,3198,19,27,3,1,196,211,2770,2733,10,4,23,861,1370,7,532,843,1358,7,525,7,2,0,1,1,2,0,1,10,8,0,5,1250,1516,258,825,1034,650,383,629,21,53,44,56,50,4,90,4,34,128,476,759,24,364,800,357,798,361,798,43,0,917,0,396,747,0
"37.089.1258","Henderson","Northeast",2239,1982,104,2,41,71,39,103,2136,110,14,1,0,28,69,1811,1637,80,1,26,50,17,73,1738,82,8,1,0,21,50,1430,1369,48,0,13,438,693,2,297,395,686,2,286,42,2,0,4,0,0,0,0,1,5,0,7,622,811,88,302,460,583,266,356,11,37,29,38,30,5,73,2,20,124,289,458,10,246,469,243,455,250,450,15,0,540,0,259,445,0
"37.089.1259","Henderson","North Mills River",2693,2564,59,7,10,30,23,79,2614,61,19,0,0,48,30,2084,1993,48,4,6,18,15,54,2030,49,13,0,0,35,18,1899,1869,19,0,11,607,856,1,435,590,850,1,428,14,2,0,3,0,0,0,0,3,4,0,4,900,999,121,494,908,376,260,403,10,31,41,51,28,7,40,1,7,108,382,536,14,277,598,280,576,295,553,22,0,668,0,317,542,0
"37.089.1260","Henderson","Northwest",2809,2644,78,8,39,23,17,86,2723,79,15,2,0,63,22,2276,2139,75,7,27,16,12,67,2209,76,12,0,0,51,15,2035,2006,14,2,13,649,936,9,441,630,928,9,439,14,0,0,0,0,1,0,1,5,7,0,1,890,1144,159,468,724,686,324,442,9,34,31,38,31,4,60,4,12,101,360,459,22,304,477,312,454,290,465,32,0,605,0,0,566,62
"37.089.1261","Henderson","Park Ridge",2958,2765,45,5,60,60,23,144,2814,54,12,0,0,83,60,2411,2268,36,3,45,45,14,98,2313,39,10,0,0,52,45,2320,2265,20,1,34,544,1214,5,557,520,1192,5,548,14,2,0,4,0,1,0,0,10,19,0,5,1062,1258,188,574,924,633,269,468,14,31,23,33,32,1,82,5,19,117,387,618,26,288,660,302,634,326,627,30,0,777,0,0,720,74
"37.089.1262","Henderson","Pisgah View",2258,2180,35,4,3,8,28,39,2219,39,14,9,0,27,8,1919,1862,30,4,1,5,17,25,1894,30,13,6,0,18,5,1766,1733,14,3,16,488,882,5,391,474,871,5,383,10,1,0,3,2,1,0,0,2,9,0,5,774,980,120,295,648,687,327,476,12,31,38,50,25,4,74,4,22,166,333,473,19,270,497,269,484,279,467,22,0,595,0,292,468,0
"37.089.1263","Henderson","Rugby",2746,2652,23,11,22,5,33,66,2680,30,15,1,2,51,5,2137,2075,18,8,15,5,16,54,2083,18,11,0,2,43,5,2232,2207,11,2,12,601,1131,7,493,588,1128,7,484,9,1,0,1,1,0,0,1,3,2,0,7,1041,1191,155,486,970,621,314,565,20,38,39,60,23,5,74,5,28,131,404,575,18,296,615,300,604,316,604,29,0,742,0,0,719,63
"37.089.1264","Henderson","Raven Rock",1024,990,1,3,0,20,10,42,982,3,5,1,1,18,20,803,781,1,3,0,12,6,25,778,1,5,1,0,11,12,672,669,2,0,1,189,329,1,153,187,329,1,152,2,0,0,0,0,0,0,0,0,0,0,1,308,364,42,169,286,175,117,157,6,12,9,11,11,2,20,3,8,34,163,213,12,130,237,137,222,145,214,13,0,274,0,0,248,34
"37.089.1265","Henderson","South Blue Ridge",3232,3116,19,8,15,56,18,180,3052,20,18,1,0,118,56,2421,2347,7,5,12,37,13,125,2296,7,14,0,0,83,37,1912,1901,7,0,4,545,994,4,369,539,991,4,367,6,1,0,0,0,0,0,0,0,2,0,2,870,1044,188,574,668,487,225,454,11,22,24,37,13,4,103,3,11,85,297,569,10,224,604,226,592,206,615,20,0,714,0,0,665,37
"37.089.1266","Henderson","Southeast",2455,1980,68,13,19,333,42,491,1964,69,22,4,5,131,332,1869,1570,38,6,10,224,21,327,1542,37,11,1,3,87,223,1429,1399,16,6,8,436,686,7,300,419,682,4,294,12,0,0,4,1,0,3,2,4,4,0,0,628,809,140,419,517,359,189,320,16,19,17,31,10,1,64,5,12,53,248,350,3,167,401,185,362,173,379,17,0,475,0,25,425,39
"37.089.1267","Henderson","South Mills River",4335,4262,21,7,13,15,17,59,4276,25,16,1,0,45,10,3267,3219,15,7,10,6,10,32,3235,15,13,1,0,22,6,3046,3018,8,2,18,997,1372,6,671,979,1365,6,668,5,2,0,1,1,0,0,1,12,5,0,1,1454,1595,219,920,1281,628,483,718,22,45,59,68,47,7,89,9,24,125,649,964,25,528,35,543,989,516,999,51,0,1230,0,520,990,3
"37.089.1268","Henderson","Southwest",3038,2891,57,3,43,13,31,135,2903,53,14,0,8,111,11,2515,2412,43,2,32,9,17,96,2419,40,9,0,5,83,8,2407,2375,17,0,15,654,1242,6,505,638,1235,6,496,15,1,0,1,0,0,0,0,1,6,0,8,1115,1294,149,496,947,819,391,625,15,39,26,45,26,4,116,4,33,201,432,660,17,351,692,350,670,387,636,26,0,833,0,32,779,67
"37.089.1269","Henderson","Hendersonville 1",2938,2603,227,4,20,56,28,189,2749,239,8,0,2,127,54,2469,2234,170,3,17,30,15,113,2356,174,7,0,2,78,30,2625,2469,140,1,15,869,1183,6,567,748,1169,6,546,116,11,0,13,0,0,0,1,5,3,0,7,1146,1487,147,441,815,1228,550,601,24,52,56,73,63,6,115,9,29,223,483,550,19,398,565,417,538,435,511,26,0,668,0,435,529,0
"37.089.1270","Henderson","Hendersonville 2",3915,2967,641,8,37,197,65,487,3428,658,18,4,8,261,195,3075,2483,395,7,27,129,34,331,2744,398,16,3,3,186,128,2664,2228,408,3,25,1053,1021,6,584,706,986,6,530,341,23,0,44,0,3,0,0,6,9,0,10,1132,1532,212,707,830,922,433,440,23,39,43,61,36,6,79,4,32,139,520,455,21,435,492,449,474,453,453,28,0,569,0,469,445,0
"37.089.1271","Henderson","Hendersonville 3",3519,2873,439,17,15,110,65,272,3247,449,33,1,10,142,104,2830,2384,315,15,13,75,28,195,2635,313,23,1,6,105,73,2783,2476,253,4,50,1068,1086,11,618,845,1049,11,571,208,21,0,24,0,0,0,4,15,16,0,19,1172,1593,209,730,951,872,470,431,21,66,37,70,46,15,76,7,19,136,554,462,29,460,512,473,483,472,481,32,0,617,0,486,474,2
"37.091.1272","Hertford","AHOSKIE 1",3157,1668,1351,60,20,11,47,29,3128,1366,63,9,11,4,10,2385,1360,932,43,17,8,25,21,2364,936,45,7,8,4,8,2267,1547,682,16,22,1578,441,2,246,948,398,1,200,605,36,1,40,16,0,0,0,9,7,0,6,963,1304,168,655,927,517,440,365,9,246,114,288,142,46,19,2,6,21,628,337,9,490,431,546,330,548,386,10,626,320,0,617,0,0
"37.091.1273","Hertford","AKOSKIE 2",3028,1621,1348,14,14,11,20,38,2990,1337,19,4,18,2,11,2372,1337,989,11,12,9,14,32,2340,979,15,1,15,2,9,1942,1175,750,8,9,1436,340,1,165,738,302,1,134,685,36,0,29,7,0,0,1,6,2,0,1,775,1167,206,546,814,376,327,198,9,123,58,147,92,20,6,1,8,19,510,235,5,423,272,472,207,449,267,8,49,20,0,516,0,0
"37.091.1274","Hertford","AHOSKIE 3",2034,103,1842,49,6,16,18,43,1991,1833,51,7,13,2,16,1445,90,1285,43,6,8,13,27,1418,1277,44,6,9,1,8,1597,90,1483,17,7,1451,74,1,71,53,25,0,12,1381,46,1,55,14,2,0,1,3,1,0,3,626,971,143,474,651,329,447,13,2,190,50,141,187,25,2,1,0,2,533,18,3,531,22,528,18,543,17,0,533,0,0,531,0,0
"37.091.1275","Hertford","BRYANTVILLE",876,84,780,4,1,1,6,11,865,778,5,1,5,4,1,640,77,556,2,1,1,3,10,630,551,3,1,5,3,1,455,43,411,0,1,421,12,0,22,34,6,0,3,386,6,0,19,0,0,0,0,1,0,0,0,171,284,42,146,187,80,163,4,0,82,20,28,82,11,1,0,0,1,198,5,1,199,5,198,6,201,5,1,203,0,0,201,0,0
